id	ServiceCount	UniqueBeneficiaries	BeneficiaryServiceCount	TotalAllowed	TotalCharged	TotalPayment
54011	1454432	665678	1016859	73988565	190920095	56579167
26075	1339115	374866	636083	51205226	119985955	39309330
72033	5390	2856	5075	303168	311222	235670
29025	11028	1993	3646	271216	489887	215516
21031	88250	21547	51148	2356164	3759185	1790050
72003	25003	6746	15352	701576	748683	548035
4001	181236	37642	59264	8242187	29649953	6347583
46091	8877	3430	5991	302648	332941	218732
36005	3702008	1412887	2603010	228704366	504715572	178493059
17091	691430	290036	536640	45101738	124157466	34317592
49053	874866	356586	550690	48634380	117236475	37085049
27147	83220	45125	74598	3328312	10244753	2467419
17101	35440	8349	15583	1478893	2876218	1135769
13311	43936	15835	24337	1672808	2998668	1260085
26135	25193	1867	5261	514203	652851	401726
48087	5082	848	1244	189074	401282	149490
48449	284459	74528	139301	10133631	25153010	7767359
48043	17947	8077	14475	622274	1025952	463013
51165	56537	26387	52812	2664324	5014631	1969855
37177	8515	262	491	173927	233480	139048
38011	1288	453	1284	53944	85447	39096
32003	12478090	4003540	6893197	573847108	1673677664	445034095
19163	1171240	483800	761560	65771309	170139932	50374242
55081	69012	20561	42460	2522826	6009614	1853059
17061	27174	5046	9518	840132	1160148	647366
12131	171205	73477	115423	8232485	15903952	6275694
30023	17393	7795	12446	674891	1163962	498012
31177	26027	7353	20868	1293953	2700065	1000342
48199	97656	28074	51380	2831099	7139190	2166411
55131	340203	137049	245974	13902614	44249394	10460842
26021	696581	357685	560326	46645806	102103325	35451290
20027	39421	17037	34710	1042782	2029812	824068
28083	387993	129057	246687	16035614	40784698	12292849
41031	21156	5111	11402	881781	1734253	674100
38039	5886	1014	1570	153594	296463	117657
5077	3836	3042	3783	244705	320930	164058
20053	15614	5208	8158	644556	1085341	493007
48185	22924	8993	21505	1661816	2635067	1249889
54037	53159	25717	43144	2978313	6004249	2201418
1113	83874	34203	72822	4179422	7816612	3112774
31107	29117	10623	20668	727030	1003156	544161
48267	9330	2951	4765	337335	767452	240316
13163	15691	7881	14877	730014	1339199	543574
47125	802893	258727	428155	31114397	78366090	23672074
42013	932633	355093	582427	44270690	98777124	34111450
41011	617596	218511	399208	23675982	56527242	18172751
16065	65354	27957	47939	2710381	5347343	2034483
26077	2070263	754889	1260955	102573348	290348482	79712883
55009	1095676	542094	791837	60302750	260027976	45986537
13283	12082	986	1892	342981	670797	268750
46009	9163	2332	3377	273690	353255	206549
39059	175546	67733	125165	8002259	16589776	6052440
35017	133032	69663	121614	5989696	12364966	4468593
16043	8343	2174	4979	209108	257689	159275
46097	10172	1341	6507	208176	258491	162818
17029	345199	164581	246483	15678395	36676299	11864306
6027	81546	17727	32046	3670802	10630108	2806842
28121	753270	286130	472559	34787847	97015632	26730200
48501	927	475	681	69526	196274	54939
24025	1345839	532685	931991	79408584	165066819	61021381
51680	1729687	629325	953217	70034898	137278426	53844774
47115	65393	31941	55840	3308071	7549503	2464728
13229	45476	23692	37478	1542234	3091216	1198954
29041	30862	4600	9112	708283	1292655	544252
51187	104974	42567	89337	5415822	10623488	4023482
51181	897	320	897	64267	146330	46095
34003	20720898	10254804	17550865	748514365	2179536686	619112949
41033	336334	162864	255434	17036455	42930096	12868668
19015	48212	26652	46836	1872921	3935915	1380810
36075	319078	106014	201760	13305383	24853500	10080685
26041	186844	56444	92208	6703010	16970133	5039519
40087	82818	29482	57031	3115477	5623462	2341646
4012	57667	36372	51512	3057473	6582186	2231146
2230	328	244	291	5420	17649	4541
26159	84585	34652	62087	4551541	8590342	3415252
16013	42005	19519	30369	1984945	5219304	1479598
48507	13862	7130	11692	198056	337442	160051
20153	5859	1536	2570	142412	226902	112324
18129	56364	18056	33721	1798701	2343745	1346531
72041	10354	5316	9966	418718	461675	313609
39151	3718422	1155947	2336644	127410291	273721187	98956099
31141	429848	85478	147954	13527076	32252741	10486343
13085	37750	13957	26695	1441516	2588949	1058042
31139	4480	1526	3029	188546	298595	143537
22027	31845	12606	26570	1480248	2331437	1097827
45075	618560	210690	332894	28302931	63746524	21766197
5119	7681539	2688941	4226579	330645633	878582922	256135963
12091	2740287	582709	990762	87306259	214365620	67271119
40063	19482	3654	6723	633053	1182837	490785
48005	969273	318017	539114	42421870	127716528	32473081
37173	56858	15612	25585	1967498	3114601	1521388
36083	510881	265211	432192	28448794	62926449	21708212
13303	51269	18641	33988	2303788	4047223	1733262
29075	27734	5462	9318	790219	1128123	611296
41023	2668	1596	2652	162266	237500	114601
48263	5664	238	307	89400	153242	70089
12011	17239307	6770764	12397834	689691029	1784165271	551638491
18109	110968	60501	86118	6957265	26224142	5264532
40145	69572	25346	47257	2665068	4809697	1932376
2198	3014	1265	2202	132307	384593	96047
19161	24709	6267	15733	936939	1379171	689960
39111	21243	5339	10529	653898	959058	486823
48249	290278	86453	168297	9453255	22076292	7193549
48367	502132	131086	240370	21146773	64952652	16179938
17177	179775	78214	134269	9995339	31590040	7490096
72007	4297	1210	4297	101718	123098	80240
22039	148746	78309	139664	7911512	21761474	5938075
42121	388225	135304	227155	16503720	39253581	12704410
30107	2452	89	99	37447	64745	29875
1073	1966	885	981	212693	889921	167305
37191	2426137	381971	650858	64216622	122487865	49587669
28001	478238	140697	251606	17273242	53451783	13523759
51580	24098	9869	20894	1309913	1847396	946554
51171	100690	44613	78053	4628702	9012317	3436708
19043	22289	7572	16998	846769	1374592	613882
19097	72932	30527	63991	2645096	4848785	1956150
72039	23314	2631	11617	266594	299408	213732
30039	1039	44	58	22892	29383	17993
8059	1476384	532959	832587	66649141	163109748	51318576
17005	20093	8217	19217	990477	1693083	752924
20043	11893	3603	8074	499654	664883	373377
36099	54507	18532	41500	1818392	3014395	1367996
20007	4390	1785	2866	176879	383914	139066
72049	20	12	20	670	735	322
36113	541265	273094	470455	25775545	57143607	19844742
30089	17784	2922	6072	526450	860369	407289
27087	2766	2085	2609	195864	303891	139843
30007	2665	1599	2443	152497	229606	112704
12073	1474650	614955	966422	93268932	222272833	72408959
51107	637597	266638	465425	39107513	90111995	29751029
41061	87505	37208	64475	4225598	8477425	3188615
46087	24082	5114	18436	688871	1004928	513492
48485	1999942	534791	858248	71413692	200547613	54922655
13247	465804	177859	293537	27331817	75426315	21129861
26045	209762	72784	157099	10579310	18880161	7885437
54001	37482	7081	11329	1215252	1993862	928847
48207	12104	4145	7479	417431	476687	316400
24039	24897	10170	16126	1511812	3089476	1154032
47155	291472	117915	203773	11531952	29941086	8759108
1083	229564	90259	144847	10320384	20617504	7729215
20175	77720	33947	51106	4442894	11595416	3330954
48003	15340	6681	11107	884399	2186884	646943
17087	25228	2300	10544	679418	860395	527407
5103	89503	44427	75848	3446728	7806709	2595415
13309	3358	1187	2520	221768	598007	170037
48389	15023	7440	14916	702511	2171611	520715
8025	9456	838	3792	211010	328795	164279
34017	2306303	810443	1642577	143538596	335356470	111054235
38089	124580	54615	103170	4090789	8431114	3130379
19145	53296	17754	31817	2126172	3769883	1547018
17057	66500	25049	46383	2829922	6908265	2148145
47057	34457	7336	14475	1041060	1919105	796247
16003	3150	1014	1533	49590	89577	41492
38099	16830	5708	7900	756102	1169507	563832
8007	30200	5647	21392	1007447	1624161	751691
48217	35671	16803	30053	1603907	3147921	1209985
39079	70541	30384	49243	3738203	9714230	2783841
30057	8041	2112	3870	294104	449103	224083
48417	19820	2911	5012	264704	477112	203999
26071	47640	11406	28829	1801621	2869575	1357590
13121	7279734	2742688	4174260	409207233	1127348236	317424017
18097	8652734	3576577	5180427	383302531	1115355600	301448736
45019	5698507	1969075	3016085	255574276	777045296	197242191
37155	691905	306992	480693	36124511	87110411	27710524
20169	698290	284227	449685	27966340	63238849	21418805
13157	158542	60855	112835	6759993	12903531	5144069
16025	115	86	115	1585	3864	876
51177	444210	143012	253246	18569376	35071271	14021228
12089	218498	106436	175302	13449121	26192205	10188506
45033	132598	70494	120503	5146564	10415646	3911928
48149	102032	38037	61169	5675618	16744163	4335025
2240	19916	4705	7390	525944	1456671	396027
46043	1821	1252	1820	47671	77746	40011
47067	51658	3379	6303	1027572	2024018	812583
38021	45989	18605	29810	1356391	3849242	1065721
8057	1876	49	61	26819	42124	21455
29095	5448209	2663119	3850517	220890153	578756474	173909918
6013	3388286	1136931	1890556	208210004	491603111	161305876
27045	34756	6613	16133	1088476	1823228	811803
17051	28951	10223	25449	1433220	2177457	1075237
35006	22763	7398	11779	947386	1612274	698176
72067	4052	1830	3459	103947	111395	83670
37185	1017	722	1016	28168	41694	21525
48255	41404	7350	15159	1387608	2024937	1040600
8069	1782116	719181	1111996	91223683	198172788	70913441
13275	582113	250925	395309	30511657	76783661	23352187
5129	4667	2220	4095	76006	278433	58684
20113	81782	37064	75492	3884421	6742849	2869917
18085	161738	75579	119454	11925591	31820943	8993175
48243	6049	2204	4110	230548	369098	164556
17163	1474166	588003	961625	82954002	205089098	63607226
18037	240613	129173	194800	13264305	32588190	9859622
72119	15588	6936	13941	328609	356053	268814
55019	31106	7633	16497	1192108	2092122	867738
19037	25133	10209	16270	1041240	1599486	777862
22107	420	255	401	7063	11698	5654
29103	7287	1447	2394	232636	636303	180541
29185	7404	4358	7348	299595	484767	226961
48105	11628	2658	4342	152834	307365	126268
31063	2218	101	118	43772	58681	35018
30013	514953	243973	375366	28182504	54147360	21707604
2090	420691	80907	121879	16507154	63249980	12544935
17199	637691	236894	399948	39697020	116620173	30295837
41003	275442	142477	206290	13250831	39072160	10100090
20035	243755	48590	90791	5117539	10883119	3892774
55119	10277	3953	9737	467727	840850	328690
28029	49601	26958	45425	1958124	3569220	1433036
48457	25765	6517	8698	1229050	5135524	955957
23003	381814	143505	233091	16614400	36186294	12620194
27061	95634	38185	63471	4409074	10325023	3253046
42131	83316	28894	74752	3237984	5595085	2398796
18137	147145	42077	72333	6037659	10708826	4587383
48425	29377	14337	24307	1599764	4261724	1191465
47019	134183	44026	84884	7120423	13637011	5425097
51141	26629	6508	11893	700001	1447233	536708
45025	122754	50525	86238	4112507	7413538	3088265
47163	1553666	733081	1062121	83438305	233539035	63767272
41041	99651	26219	54734	3774314	7530877	2813918
31053	353871	105035	200225	14070671	30082181	10706888
21163	49494	15104	26750	1169691	1681432	872652
4021	20524	9700	19152	1252385	2381331	912131
41071	205313	88000	146338	10482759	29677421	7866769
48469	1219953	477136	820708	57396803	142047629	44630085
47173	39951	12144	19157	1180846	2561648	904086
6045	283149	114188	185821	16384174	40521565	12436201
37049	1875220	748587	1127892	69621738	191867538	54263535
48497	195813	86847	143726	10784757	32145718	8266985
51115	22528	10679	17012	718631	1066656	557025
56019	7058	2454	4956	282787	308939	205044
29119	22776	4172	10010	540070	1168880	407088
28097	420287	29695	57955	12714074	21553679	10058651
13253	31893	11390	22439	1578340	2830723	1138718
37043	34975	11486	20406	1283320	1780171	937325
48407	5634	1726	2987	215823	511144	166848
1055	1431320	498618	854811	58087384	140937047	44681790
39117	54760	10881	19968	2007477	3335780	1519032
31119	443504	132672	233800	15695394	38618232	12003294
26053	69717	10766	24001	2207822	4192383	1676121
13143	48141	11850	22671	1512383	3309479	1168483
31081	15048	5765	9533	587394	955191	416925
42055	859709	361691	557338	43681003	97925087	33238757
13059	1875481	595192	983801	85371025	232761417	66045989
37069	99462	45445	69323	5427069	12944633	4098603
41043	104133	49216	75639	6969038	16919980	5158211
35039	39928	20178	33036	2314556	5253586	1742097
47109	152815	55884	93932	4640715	9382104	3487698
6055	888824	240585	402544	42651745	95253069	32932075
22037	21907	8820	19750	1190556	2401497	901003
47131	109483	63884	101914	6820096	19943074	5145324
18039	1501084	349400	580814	45772202	106055406	35124970
22101	113123	56659	100868	5554331	12346822	4200112
21025	130580	42314	78994	4916093	13158536	3755116
18055	73845	16254	26678	2192204	3217324	1699126
20109	9460	2721	3981	314647	444441	244725
29139	27583	2745	4995	640776	812273	496982
25017	11595141	5024904	8155560	513905467	1546583154	404978102
13111	486155	87802	185369	12873928	31412885	10187954
27059	46709	27394	43723	2739803	6242764	1987373
50025	197204	73962	138042	8612505	16682435	6340725
18043	431635	207318	316353	29429696	74899973	22366864
1001	164519	57404	109643	6722849	11811189	4991738
31129	3097	2159	2727	261309	314965	188863
72011	6716	2774	6273	168427	186899	136041
21123	33830	7809	14834	978465	1669308	718048
55071	247581	131083	198774	13666255	42420364	10300115
29143	49497	10849	22686	1416513	2321924	1074678
13097	270939	112095	185573	17007582	46050374	12989521
51520	28903	9756	21345	1356494	2245707	1032349
22005	118982	45029	100225	6458604	12456811	4808489
48459	69342	24363	62275	2986054	7299908	2047598
48231	456228	180387	286732	20153989	48154198	15753277
51191	389118	158007	232692	17296600	35656049	13068754
32013	18736	6170	15480	931377	1956661	687632
56007	15113	5660	8353	457051	859973	339373
46077	17104	7277	11597	557117	1271116	429529
21193	559565	183446	361777	22318196	63765705	17714701
8089	99086	31647	47378	3492836	8422472	2657076
53037	70185	24966	44428	3214804	5773426	2423102
47137	69764	22189	49481	1980396	3810245	1524063
16007	8396	4242	5501	325423	829431	252686
28021	16024	5898	15344	755378	1232344	557788
21095	160911	41696	67899	6110987	18758593	4772768
1131	27876	7769	14104	730491	982283	528995
54077	50246	14172	27435	1925701	3368841	1447051
29159	246577	117715	184974	13099251	33527126	9807610
6093	147851	64273	95110	7883657	16209562	6004448
13013	1955228	246810	607770	12077868	31958692	10603896
13289	238	236	238	9421	11151	8237
21065	37746	6514	12485	1145267	2142578	887831
35033	2034	402	625	36846	42841	29204
55127	210613	100764	174801	10644047	30542295	7868932
28059	655191	319673	486757	37058260	113535351	27955423
5005	755348	326823	520055	34624622	76540724	26447439
9011	1667492	651315	1054994	89805503	202117539	68962565
54069	432657	244120	362762	24155385	63760922	18317444
45057	408757	205680	318871	21553864	51989799	16634730
37075	45249	11715	21121	1074982	1798935	810797
56017	9262	4093	7533	371025	887754	287628
34035	9792245	5577360	8720813	221538010	789143104	193002148
42027	495356	207631	354608	25141147	64278572	19088948
48093	56481	24211	35055	3129290	6010608	2426322
42037	171833	73777	131647	9392819	20423781	7013234
31043	38131	19193	36363	1318718	2563695	981985
31045	14667	8308	12667	746222	1141222	529120
13223	130002	51362	89759	6048007	17657295	4480114
21227	1224570	482578	808173	55257524	132500686	42697875
45061	34419	5540	8454	816568	1036210	645216
31011	11392	3809	7790	422888	606719	321698
28013	31555	16854	27898	1052087	1394949	750701
4013	30682331	12485450	19574080	1326033079	3210543386	1047430155
28115	58180	25829	49515	1905682	3331575	1394351
33003	116738	47099	86786	5630510	11027619	4250088
13023	20151	8779	14945	971179	1998267	703480
54015	54103	1848	7039	921168	1520281	726124
37093	44028	25588	38673	2292829	3533451	1719037
18159	41507	20657	33327	2519263	5419847	1871796
31023	20395	11805	19198	761107	1712132	564045
48339	2727096	677684	1174633	119715882	345792353	92379400
72065	24116	9831	18596	636185	711039	501797
18063	401534	207974	302194	21912007	53373387	16413005
17127	45207	21363	44314	1954845	3415212	1428596
51019	212710	113357	178066	11467129	17189082	8634111
13295	112352	31753	62947	3724780	7138939	2780443
5025	622	451	622	3995	15946	2690
47187	1409966	593646	888239	64917262	202139710	51394540
16045	8111	3315	6116	422108	606281	312798
35015	191872	80984	144862	9824207	21957691	7387848
13175	767078	204525	352867	28310492	75881488	22005529
31155	25743	3715	15180	675883	1286017	529519
5017	92102	26332	38849	3868825	9471390	3044297
40033	2334	780	2334	109345	157373	75391
42065	154389	64412	103603	9702915	17580995	7368505
48323	242772	49191	122802	10922733	22946927	8452542
30019	1302	124	145	34697	52029	27247
28103	4456	2479	4322	250630	410610	184427
38103	26456	9848	18918	923444	1748345	692518
40077	99123	16961	29965	3004573	5914327	2302069
13035	46653	17891	28587	1696791	3138948	1266832
48329	1295676	561772	827934	48494369	115168838	39945634
54081	1319308	337568	595621	49034211	126164592	37880758
1101	2935606	1135623	1690421	128332693	283069090	98804821
22011	79262	37077	76074	3672254	8364316	2749146
20011	89819	42493	68601	4556827	9952602	3366946
72055	1861	910	1783	39347	45773	31249
44007	4654127	2012428	3416949	225194102	537659893	175890352
17109	87319	56554	77203	5213931	13572495	3822686
51009	74078	28674	54427	2281551	3149923	1733041
72121	15070	5726	13803	380567	422736	297622
21159	98604	7109	18332	2273053	4623476	1757866
48399	8010	3545	6901	409021	753500	297599
13093	9600	2251	3935	326997	463175	247404
48317	2633	764	1509	68529	126853	51757
35001	3281250	1360369	1931593	147905399	397854032	114846935
5089	9210	4707	9016	523551	801694	331150
46113	10136	2511	3567	398664	1384366	310427
10003	3709030	1590534	2529217	234377554	601321145	180260303
9009	8125066	3635588	5972780	387916956	1058241638	305533689
28109	76954	38322	68638	3771104	9416212	2757943
48067	29940	19342	26149	1593546	3383310	1222784
48431	2557	180	362	52641	79314	40531
18079	41129	11976	22643	1600971	3640109	1205345
48055	56608	18819	35428	2671408	8030669	2017689
40015	30457	13445	23867	1135103	1740216	808027
55061	33803	12920	23548	932944	2764203	715132
39085	833728	368148	624999	54104870	124241231	41380797
21199	645315	246005	392182	31337184	78893813	24120591
18069	36138	18436	29682	1758615	3507959	1266101
29209	45193	8476	19050	3698322	8606700	2923433
37007	52468	13281	24837	2008841	3754618	1486707
22049	46613	3762	9275	1318736	2412177	1034269
47181	68694	19190	40381	3254115	9680762	2487383
51089	33760	10724	17673	1296192	1879437	975716
45089	108625	9667	24639	2858546	4869856	2237025
18143	73825	26331	47576	3319210	6892320	2503657
27075	26628	4671	10890	839834	1782426	648944
22083	112477	44289	82680	3893337	8811952	2973868
16087	13170	3709	7448	364187	571308	283260
55091	12408	4233	9226	575184	963994	419337
54005	101654	12186	21625	2660592	4724651	2023817
46019	9705	4394	6989	305617	524927	236063
28125	9825	6194	8169	255580	675226	215761
48119	290	281	290	23382	156766	17202
36103	13499241	4334014	8210626	709528081	1627563759	551102779
51750	61971	23801	42739	2913357	4832823	2214208
17141	98696	33176	74288	4402720	7769178	3240339
6063	50373	16857	30865	1976296	4366723	1507040
19123	53805	27298	51722	2122355	4304969	1569002
20185	7399	1928	3197	204719	384035	166016
36055	2256193	1087316	1665014	117847473	285975439	90440210
53009	389468	156565	266049	20121863	41405385	15141494
37151	332733	138528	238637	16238332	30791781	12266112
46135	284130	121310	191581	10674247	24856171	8150326
19115	17566	2846	5848	455643	828989	341501
32031	2410036	834976	1335779	144607289	405984075	111200983
37125	1956658	884036	1291766	101954488	299884273	79156591
19087	94586	62859	90521	4202733	10020765	3086338
46107	91257	1661	5138	1112024	1880587	882057
27165	9439	2512	5589	365941	579503	266382
21077	57668	1795	4130	858947	1427116	680005
41051	2357037	1063959	1581614	119807532	331837790	92441279
37167	271526	139321	218078	12377518	27281943	9371349
38101	231199	139189	212222	12974550	38115466	9794834
40079	123904	33654	63509	4919400	9813391	3693990
35009	212217	59133	95902	9869736	22408597	7536383
19121	21091	7712	15470	760630	1385071	566098
48023	4083	2713	4073	330303	863977	256975
30045	2445	611	970	62834	98457	46716
51091	4515	1987	4009	123482	207272	92134
28009	3829	2837	3815	46777	285720	38444
1043	1258531	267275	435294	37705917	82673649	29095349
21029	133584	45508	82052	4169832	7088485	3172830
5131	1544300	674368	1052633	70724721	191871929	54062897
17135	81059	24130	51103	3203981	5951798	2424700
2150	8354	4310	7825	449680	861853	321233
28073	21462	10288	20432	545165	1433722	426469
2105	324	246	324	14727	49253	10735
39015	106026	21998	45384	4056756	7591272	3104908
35055	97010	41199	71151	5201349	9896441	3775171
51023	62356	26869	43948	2318565	3603147	1714515
29015	64831	14437	32209	1693735	2259055	1297067
55051	6130	2838	4236	259514	682412	188453
13129	349816	88239	158573	10135025	21774944	7654521
51063	34690	11603	24152	987819	1726768	731262
31109	3277730	1237260	1953192	134091040	334981054	103757024
27035	151138	86093	134678	9629972	22779671	7207703
27005	83969	34204	54663	3291950	7758948	2482930
16073	11188	939	4318	310199	407135	239914
22077	12447	7810	12035	782289	1447479	568088
41069	778	25	25	6540	6540	5228
37147	3289008	1237720	1734233	145651278	409557023	113139386
49049	1363917	464794	773131	61195915	139943600	46968160
26081	3539001	1506738	2402332	178008893	403611830	137019794
1125	2465234	878013	1379011	102171768	223658075	78511124
37193	244686	118549	189619	12008708	28167977	9064626
38055	20053	2987	6849	414669	747559	316218
1117	803464	280900	434157	36893211	81593864	28442328
39063	1031281	228780	402615	29578338	62173025	22725146
26165	220882	94004	199457	8855122	18540166	6639582
51185	323221	149889	232811	16973149	34180861	12909433
72089	8185	2642	4758	200316	212184	159713
40117	35658	11587	24195	1224868	2224245	921833
38047	5170	207	654	88488	136098	69065
20165	3799	474	589	96169	98001	76947
48197	10872	1943	3936	299576	626350	223663
39051	101955	47617	80028	4308571	9262838	3235056
18179	88228	39689	62341	5201555	11723406	3851518
37169	70948	21167	33647	2451140	3925485	1830753
49001	3065	930	1241	131594	282705	107969
24031	7417208	2297790	3868118	375879059	832413144	290167205
4027	1295378	519366	834106	63007922	155313742	48637771
18103	84733	27525	48868	2949265	4863185	2196824
37179	649061	235783	364633	25804882	73070637	19683380
8015	61760	35328	53740	3295052	6307146	2490318
54027	69402	17971	32807	2833193	5501915	2157989
49055	5084	1661	2645	62373	180588	51625
47113	2554996	967817	1474695	103927689	245775808	80303258
26091	246893	108503	208282	11881096	22753767	8806652
29109	44043	14918	29066	1701911	3142886	1214550
32009	836	25	30	14265	20084	11412
29023	6254929	722996	1785905	41226033	123532568	35499754
19075	29204	9670	22691	1166044	2289524	851258
55057	36926	11998	24201	1457010	4473626	1100023
40065	125213	54971	89576	5658722	13062805	4241830
47041	81336	26321	50132	2471252	4270420	1854033
31031	6837	2991	6591	334010	539518	246871
12087	337537	137951	235520	20979689	59881845	15855400
46093	38677	17644	29015	1318837	2578010	995860
47045	372148	147815	266645	20200674	51725612	15527040
29225	12244	5539	11798	483166	820051	325566
18127	1087415	427489	722859	54606325	154972237	41614632
24011	57588	15065	29758	2497883	3568118	1890540
26039	74388	43608	60364	3535252	7909023	2687882
48139	336029	153125	260693	19335046	55612258	14817505
48221	241106	102358	169065	11189646	33781115	8502275
39027	122787	52366	87965	7267333	14124168	5442977
19069	11037	4420	10968	524186	780868	373768
28019	17817	6928	14095	512309	926183	372783
47127	5366	1507	2408	249932	361274	200689
19049	74492	30390	57927	2743028	5193721	2031689
40111	103785	38396	66792	4748705	9223051	3453120
31077	1473	100	124	37896	54380	30317
1069	2444068	961135	1420257	117706902	267224711	90357684
48183	1501973	662671	1048075	68645412	192144375	52975658
20193	24331	9121	16076	836502	1270430	602729
34009	977943	272808	451332	40409158	90642692	31387118
55105	566398	307592	469106	27606805	77787167	20693203
32001	45527	27839	41454	3080101	7985669	2299919
55107	38905	10643	18415	1320385	3077635	955661
31069	589	580	588	22879	39881	18274
38033	5898	297	908	100101	159592	76548
36003	87473	33058	53551	4718555	9513032	3514782
19159	8306	4455	8299	399208	584393	288743
72081	23782	5642	11930	464792	577627	369695
39025	4453016	751404	2182447	35376277	101618766	30891121
8115	5982	2170	2529	199803	537781	157796
22125	7371	3318	7260	357040	534193	253505
56043	18800	6785	11500	765836	1171325	546265
47121	14094	4241	5950	324936	506551	257575
12105	4906044	1853357	3044754	246847456	648208528	191497193
46081	110731	60258	91890	4791756	10351395	3619841
18001	44837	18861	32429	2145800	3601339	1576484
55031	39524	18326	35501	1883185	4673491	1406205
19065	47685	13378	35310	1218705	2719548	907947
37041	121777	54824	92993	5952277	13491832	4461199
72017	6082	2060	5796	212054	226739	160463
17021	134395	44201	79256	4947897	7058126	3747896
8045	111136	64961	94152	4917531	13445812	3767964
16051	18822	10676	14402	822787	1055057	578605
1081	714541	303132	479581	35400872	69654198	27161794
54105	5782	491	660	151523	231507	116450
8027	10609	1663	4616	189450	370567	152290
51077	18810	8459	12319	996806	1577391	758498
51143	38993	12383	24916	1147310	1685986	859381
48383	3081	1119	1596	106761	192407	73069
34029	6128007	2164295	3886402	344357841	793553840	267686663
48273	143820	47220	94435	4304935	10325664	3382725
8083	67123	30217	52679	2898528	6010056	2230084
27143	7923	1188	3886	285775	441287	220712
17015	30289	7574	19905	1018927	1921324	745198
21207	457432	96309	221487	11757603	21068059	10666308
48371	29009	8365	11631	1560599	4759005	1219928
29221	40291	8422	13781	1478267	3650678	1143960
31059	6795	2296	6100	289152	372569	217373
29199	47221	2745	5652	676294	1410374	534037
18087	27663	14361	22678	1417187	3219524	1078654
47073	148868	32580	57607	4637526	9367832	3549064
31133	3043	358	424	64332	90004	49918
31089	37041	11917	20178	1311496	2385492	972775
38009	16511	2994	5095	496824	890858	369459
18091	758688	273754	432913	31517683	77990790	24086337
1133	105919	46768	88861	3972425	7139513	3032874
45015	348093	116727	198840	14971010	30106837	11370663
4009	44344	25159	42896	3662206	6419864	2720208
46047	14707	2789	6045	601610	858429	448545
72103	5091	2755	5090	76576	81407	67691
5097	68	68	68	4700	4700	3059
48441	1535588	641281	1005883	71785077	202758824	55373316
20009	164498	74166	135529	7220029	19733426	5600989
24047	315998	122404	231397	18748650	33814542	14316026
19119	11337	3673	8773	406700	636478	293933
20159	16576	2675	7349	465015	719963	348866
27133	3994	1750	3720	232855	654400	170965
27003	578122	268610	422805	31118871	86364476	23433951
47017	253876	111170	182064	8241074	19628499	6396840
39071	158375	29664	47439	5798322	11084890	4471339
8125	30836	8315	12803	1520196	2864507	1164411
23021	24101	9747	17290	1295977	2414763	968808
51109	69668	17663	32260	2085990	3171114	1553275
38069	3687	2213	3635	337496	567054	265499
5099	58742	11699	22200	1748229	2793475	1340423
18011	133125	58274	89141	5725126	12446294	4272557
18081	712232	352077	609536	34965101	72426513	26692305
72009	24847	9567	16877	1118401	1353696	850896
19099	115557	62799	97249	4474747	8451286	3321173
18115	5548	1681	2826	206744	308053	146650
45073	603615	253069	413831	26027478	69889407	19914827
5113	192702	45525	73795	5916209	10671590	4495003
20127	9130	4364	9071	566465	755817	427492
21235	488764	146804	275822	23716061	62121507	18095352
39035	8804582	4713343	6978693	530352767	1587971906	411267165
41039	2066163	896230	1380612	83729001	231357461	65820213
48167	819048	401095	635771	51618304	143569988	39215505
45047	635450	294925	436417	32044515	80355560	24370814
20135	12158	4485	12042	458148	641725	356200
30105	35546	5430	6615	1403561	2411784	1096911
30087	19453	3390	7140	410189	598727	315014
38085	15536	532	864	291747	575677	232292
6011	25649	11889	23444	1623810	3633784	1246485
19107	7168	3453	7114	361443	587828	257644
54043	51285	5386	7663	1012449	1281029	787250
30029	456702	221861	354127	25119851	45008913	19069332
8063	26789	5635	13439	731897	1050337	557704
5123	64022	19179	35247	2987913	7846997	2254753
22053	128738	64453	114368	5678066	12378898	4316895
20177	1790986	944323	1398502	97065449	255763960	74864931
51630	1048373	391710	559564	57305122	153028953	44304624
40131	229194	78536	123139	10730747	26589119	8050233
51175	11473	3746	5749	405815	670531	315332
30035	29902	3793	6200	636820	1330693	497712
12007	62705	18493	30447	3868279	6118754	2999375
31173	9307	5039	7973	262914	775756	204952
51790	194551	110850	157471	8490479	14073792	6389144
6025	636794	259283	445413	37237745	81947906	28930917
35029	123028	30554	55671	4692333	13339571	3607040
21135	14595	5768	13201	432440	750036	312107
48145	11698	4998	11452	880626	2364928	669290
47095	24542	3612	7849	853676	1635408	632491
2013	106	79	102	5451	21621	3557
48031	25015	7169	13138	892216	2048595	662968
38027	4508	875	2952	128174	229712	95044
38075	4088	305	1023	85074	146450	66077
34023	9308997	3492766	6601872	419129254	1040018638	333380731
38017	929707	565937	803344	56897147	133750827	44203512
17097	3755403	1557421	2607991	208937751	514326048	159464894
42019	355192	142826	254049	20517661	37881554	15607309
47009	551899	287867	426003	25096997	61437661	19152798
17183	302805	122060	217303	15434799	41095847	11715185
17045	42431	6657	13949	1330101	2711570	1011706
1059	152149	55044	102070	6688990	14011069	5060495
13239	7122	3107	5079	182508	312151	144321
48081	2739	138	158	45987	47284	36570
48155	3071	142	190	63914	115665	50712
